"Date de création","Date de modification","concept","specificity","context","grammar, syntax, context","frequency","keyword","Pronunciation","Listen to the example","entry letter","French","An example of how this word is used:","French translation/meaning of the English example","plural and/or 3rd person form","antonyms","synonyms","homonyms","comparative","superlative","infinitive","simple past","past participle","present participle","frequent uses","For more","Id","image","video","CL syntax pdf","Look it up in Wordnik!"
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","cool","MF26177.mp3","EX18005c.mp3",,,"""A cool autumn day.""","Un jour frais d'automne.",,,,,,,,,,,,,2234,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","cool","MF57060.mp3","EX18005a.mp3",,,"""Keep cool.""","Restez calme.",,,,,,,,,,,,,2235,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb, phrasal verb","VH","cool down","MF20229.mp3","EX20229.mp3","b","se calmer / s'apaiser","She's very angry. Wait for her to cool down before you give her the news.","Elle est très en colère. Attends qu'elle se calme avant de lui annoncer la nouvelle.",,"warm up, heat, worry, trouble, disturb","chill, cool / relax, calm down, unwind",,,,"to cool down","cooled down","cooled down","cooling down",,"For more, see: ""cool"" ""down"" ""simmer down"" ""calm down""",2236,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, phrasal verb","VH","cool down","MF20229.mp3","AR0299.mp3","a","se rafraîchir, refroidir","The food is too hot to touch. Wait for it to cool down a bit.","Tu ne peux pas manger ça, c'est trop chaud. Attends que ça refroidisse un peu.",,"warm up, heat, worry, trouble, disturb","chill, cool / relax, calm down, unwind",,,,"to cool down","cooled down","cooled down","cooling down",,"For more, see: ""cool"" ""down"" ""simmer down"" ""calm down""",2237,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"cooled","MF63343.mp3","AR0300.mp3",,,"""cooled"" is the past tense of:  cool",,,,,,,,,,,,,,2238,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"cooled down","MF63344.mp3","AR0301.mp3",,,"""cooled down"" is the past tense of:  cool down",,,,,,,,,,,,,,2239,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"comparative",,"cooler","MF80053.mp3","AR0302.mp3",,,"""cooler"" is the comparative of :  cool",,,,,,,,,,,,,,2240,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"superlative",,"coolest","MF80054.mp3","AR0303.mp3",,,"""coolest"" is the superlative of:  cool",,,,,,,,,,,,,,2241,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","H","cooperate","MF26178.mp3","EX26178.mp3","a","coopérer, collaborer (avec)","The director refused to cooperate with the film studio and the film was put on hold.","Le metteur en scène a refusé de collaborer avec le studio, et le tournage a été interrompu.",,"counteract","collaborate, unite, work with/together",,,,"to cooperate","cooperated","cooperated","cooperating",,"For more, see: ""cooperation"" ""collaborate""",2242,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","H","cooperation","MF57061.mp3","EX57061.mp3","a","coopération, concours, collaboration","This show was organized in cooperation with the Ministry of Culture.","Ce spectacle a été monté avec le concours du Ministère de la Culture.",,,,,,,,,,,,"For more, see: ""cooperate""",2243,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","cope","MF26179.mp3","EX26179.mp3","a","faire face à, se charger de, résoudre","I don't know if I'm able to cope with this kind of situation.","Je ne sais pas si je suis capable de faire face à ce genre de situation.",,,"deal, face, handle, tolerate",,,,"to cope","coped","coped","coping",,"For more, see: ""face"" ""deal with""",2244,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"copied","MF63347.mp3","AR0304.mp3",,,"""copied"" is the past tense of:  copy",,,,,,,,,,,,,,2245,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"equipment","noun, equipment","VH","copier","MF50038.mp3","EX50038.mp3","a","photocopieur, photocopieuse, copieur","The company launched a new, ultra-fast copier.","La société a lancé un nouveau copieur ultra-rapide.","copiers",,,,,,,,,,,"For more, see: ""copy"" ""copying machine""",2246,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"copies","MF81234.mp3","AR0305.mp3",,,"""copies"" is the plural of:  copy",,,,,,,,,,,,,,2247,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","copy","MF26181.mp3","EX26181.mp3","b","copier, recopier","And now you can copy the sentence: ""I love my teacher"" 22 times.","Et maintenant, vous pouvez recopier la phrase ""J'adore mon professeur""  22 fois.",,,"imitate, reproduce, duplicate",,,,"to copy","copied","copied","copying",,"For more, see: ""copier"" ""copying machine"" ""imitate""",2248,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","copy","MF25555.mp3","EX25555.mp3","a","copier, imiter","Children always tend to copy their parents. Are they just copies?","Les enfants ont toujours tendance à copier leurs parents. Ne sont-ils que des copies ?",,,"imitate, reproduce, duplicate",,,,"to copy","copied","copied","copying",,"For more, see: ""copier"" ""copying machine"" ""imitate""",2249,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","VH","copy","MF26180.mp3","EX26180.mp3","a","copie","Children always tend to copy their parents. Are they just copies?","Les enfants ont toujours tendance à copier leurs parents. Ne sont-ils que des copies ?","copies",,,,,,,,,,,"For more, see: ""copier"" ""copying machine"" ""imitate""",2250,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","VH","copy","MF25556.mp3","EX25556.mp3","b","copie","The burglars thought they got the original but in fact it was a copy.","Les cambrioleurs pensaient avoir l'original, mais ce n'était qu'une copie.","copies",,,,,,,,,,,"For more, see: ""copier"" ""copying machine"" ""imitate""",2251,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"names of people, places and things: marine life","noun, marine","M","coral","MF23285.mp3","EX23285.mp3",,"corail","Have you ever gone snorkeling near coral?","Vous êtes vous déjà approché des coraux avec un tuba ?","corals",,,,,,,,,,,,2252,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"electricity","noun, electricity","VH","cord","MF50039.mp3","EX50039.mp3","a","cordon / fil électrique","I can see why the phone doesn't work. The cord has been cut!","Je vois pourquoi le téléphone ne marche pas, les fils ont été coupés !","cords",,,,,,,,,,,"For more, see: ""wire""",2253,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"uncountable nouns","noun, uncountable","VH","corn","MF24336.mp3","EX24336.mp3","b","maïs (US), blé (GB)","""We'll be flying above corn fields for the rest of the day,"" the pilot announced as the little plane headed west out of Ohio.","""Nous ne survolerons que des champs de maïs pour le reste de la journée"", annonça le pilote alors que le petit avion quittait l'Ohio et se dirigeait vers l'ouest.","corn",,"wheat",,,,,,,,,,2254,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"uncountable nouns","noun, uncountable","H","corn","MF24335.mp3","EX24335.mp3","a","blé (GB) / maïs (US)","Would you like some toasted corn on the cob for dinner?","Voulez-vous des épis de maïs grillés pour le dîner ?","corn",,,,,,,,,,,"For more, see: ""popcorn"" ""grain""",2255,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"uncountable nouns","noun, uncountable","VH","corn","MF24334.mp3","EX24334.mp3",,"blé (GB.), maïs (US)","The corn crop in Sussex was better this year than last.","Cette année, la moisson de blé dans le Sussex aura été meilleure que l'an passé.","corn",,,,,,,,,,,,2256,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","corner","MF26183.mp3","EX26183.mp3","b","coincer","The police finally cornered the thief, just at the corner of Lexington Avenue and 42nd Street.","La police a fini par coincer le voleur, juste au coin de Lexington Avenue et de la 42e rue.",,,"trap, catch, pin, block",,,,"to corner","cornered","cornered","cornering",,"For more, see: ""trap""",2257,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","corner","MF26182.mp3","EX26182.mp3","a","acculer, coincer","""You've may have cornered my bishop,"" the chess player said, ""but your king is in check.""","""Tu as peut-être réussi à coincer mon fou"", dit le joueur d'échecs à son adversaire, ""mais tu es maintenant échec et mat"".",,,"trap, catch, pin, block",,,,"to corner","cornered","cornered","cornering",,"For more, see: ""trap""",2258,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"names of people, places and things","noun, place","H","corner","MF50040.mp3","EX50040.mp3","a","coin","He's traveled to the four corners of the earth.","Il a voyagé aux quatre coins du monde.","corners",,,,,,,,,,,,2259,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"cornered","MF63348.mp3","AR0306.mp3",,,"""cornered"" is the past tense of:  corner",,,,,,,,,,,,,,2260,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"corners","MF81235.mp3","AR0307.mp3",,,"""corners"" is the plural of:  corner",,,,,,,,,,,,,,2261,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"comparative",,"cornier","MF80055.mp3","AR0308.mp3",,,"""cornier"" is the comparative of :  corny",,,,,,,,,,,,,,2262,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"superlative",,"corniest","MF80056.mp3","AR0309.mp3",,,"""corniest"" is the superlative of:  corny",,,,,,,,,,,,,,2263,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","M","corny","MF34079.mp3","EX34079.mp3",,"hébète, rebattu","No one laughed when the professor told one of her corny jokes.","Le professeur n'a fait rire personne quand elle a sorti une de ses plaisanteries stupides.",,"clever","sappy, dumb",,"cornier","corniest",,,,,,"For more, see: ""joke""",2264,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"people and their roles","noun, people","L","corporal","MF57062.mp3","EX57062.mp3",,"caporal-chef","The soldier has been promoted directly to the rank of corporal.","Le soldat a été directement promu au rang de caporal-chef.","corporals",,,,,,,,,,,,2265,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"corporals","MF81236.mp3","AR0310.mp3",,,"""corporals"" is the plural of:  corporal",,,,,,,,,,,,,,2266,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","H","corporate","MF04197.mp3","EX04197.mp3",,"de fonction, appartenant à une société / collectif","All the executives are given a corporate car.","Tous les cadres ont droit à une voiture de fonction.",,,,,,,,,,,"Corporate body: personne morale  //  Corporate tax: impôt sur les sociétés","For more, see: ""corporation""",2267,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"business, trade and commerce","noun, business","H","corporation","MF57063.mp3","EX57063.mp3",,"société commerciale / conseil municipal","Taxes are so heavy for corporations that it's becoming more and more difficult for them to survive.","Les impôts sont si lourds pour les sociétés commerciales qu'il leur est de plus en plus difficile de survivre.","corporations",,,,,,,,,,,"For more, see: ""corporate""",2268,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"corporations","MF81237.mp3","AR0311.mp3",,,"""corporations"" is the plural of:  corporation",,,,,,,,,,,,,,2269,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","VH","correct","MF34080.mp3","EX34080.mp3","b","correct, exact","That's correct, but I wasn't aware of it at the time.","C'est exact, mais je ne le savais pas à l'époque.",,"incorrect, wrong","right, accurate, true",,,,,,,,,"For more, see: ""accurate"" ""right""",2270,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","correct","MF26185.mp3","EX26185.mp3","b","rectifier, corriger","""Now, correct me if I'm wrong"" she said just as she began to tell a lie.","""Maintenant, tu peux me corriger si je me trompe"", dit-elle au moment où elle s'apprêtait à dire un mensonge.",,,"fix, improve, revise",,,,"to correct","corrected","corrected","correcting",,"For more, see: ""correction"" ""correctly"" ""exact"" ""mend""",2271,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","correct","MF26184.mp3","EX26184.mp3","a","rectifier, corriger","A wise man isn't afraid of correcting his mistakes.","Un homme sage ne craint pas de rectifier ses erreurs.",,,"fix, improve, revise",,,,"to correct","corrected","corrected","correcting",,"For more, see: ""correction"" ""correctly"" ""exact"" ""mend""",2272,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"corrected","MF63349.mp3","AR0312.mp3",,,"""corrected"" is the past tense of:  correct",,,,,,,,,,,,,,2273,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","H","correction","MF50041.mp3","EX50041.mp3","a","correction","If you have corrections to make, write them in red ink.","Si vous avez des corrections à apporter, faites-les à l'encre rouge.","corrections",,,,,,,,,,,,2274,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","H","correction","MF50042.mp3","EX50042.mp3","b","correction","All corrections should be made in red ink.","Toutes les corrections doivent être apportées à l'encre rouge.","corrections",,,,,,,,,,,"For more, see: ""correct"" ""correctly""",2275,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"corrections","MF81238.mp3","AR0313.mp3",,,"""corrections"" is the plural of:  correction",,,,,,,,,,,,,,2276,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adverb","H","correctly","MF45124.mp3","EX45124.mp3",,"correctement, convenablement, de manière exacte","The repairs were done correctly and we were pleased with the results.","Les réparations ont été correctement faites et nous étions très satisfaits du résultat final.",,"incorrectly, improperly","well, decently, properly, nicely",,,,,,,,,"For more, see: ""correct"" ""correction""",2277,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","M","correspondence","MF50043.mp3","EX50043.mp3","a","correspondance, courrier","All correspondence should be sent on corporate stationery.","Toute la correspondance commerciale doit se faire sur papier à en-tête. ",,,,,,,,,,,,"For more, see: ""correspondent"" ""corresponding""",2278,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,,"people and their roles","noun, people","M","correspondent","ML00025.mp3","AR0314.mp3",,"correspondant","All the newspaper correspondents in Sarajevo had to be repatriated immediately.","Tous les correspondants en poste à Sarajevo ont dû être rapatriés d'urgence.","correspondents",,,,,,,,,,,"For more, see: ""correspondence"" ""corresponding""",2279,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","L","corresponding","MF04199.mp3","EX04199.mp3",,"correspondant","Here's a list of words. You've got to find the corresponding pictures.","Voici une liste de mots. Vous devez trouver les images correspondantes.",,"unmatching, unlike, different, not matching","like, similar, akin, analogous, comparable",,,,,,,,,"For more, see: ""correspondent"" ""correspondence""",2280,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","L","corridor","MF50044.mp3","EX50044.mp3","a","couloir, corridor","Peter spends more time pacing the corridors of the company than working in his office.","Peter passe plus de temps à arpenter les couloirs de la société qu'à travailler dans son bureau.","corridors",,,,,,,,,,,,2281,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","corroborate","MF26186.mp3","EX26186.mp3","a","corroborer, confirmer","I didn't believe him but the facts corroborated his statements.","Je ne le croyais pas mais les faits ont confirmé ce qu'il disait.",,"contradict","confirm, verify, justify, substantiate, validate",,,,"to corroborate","corroborated","corroborated","corroborating",,"For more, see: ""corroboration"" ""confirm""",2282,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb","H","corrupt","MF04200.mp3","AR0315.mp3","a","corrompre, soudoyer, dépraver","There shouldn't be any corrupt officials in a democracy, but politics seem to corrupt even the most honest people.","Il ne devrait y avoir aucun responsable corrompu dans une démocratie, mais la politique semble corrompre même les plus honnêtes.",,"correct, reform","demoralize, ruin, wreck",,,,"to corrupt","corrupted","corrupted","corrupting",,"For more, see: ""corruption""",2283,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"adjective","M","corrupt","MF04200.mp3","AR0315.mp3",,"corrompu, vénal","There shouldn't be any corrupt officials in a democracy, but politics seem to corrupt even the most honest people.","La corruption ne devrait pas exister au sein de l'appareil étatique d'une démocratie, mais apparemment, la politique corrompt même les plus incorruptibles.",,"honest, decent","degenerate, crooked, dishonest, snide, unprincipled, unscrupulous",,,,,,,,,"For more, see: ""unethical"" ""unjust"" ""immoral""",2284,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"flower","noun, flower","M","corsage","MF23005.mp3","EX23005.mp3",,"corsage","They have the same corsage and the same skirt. Aren't they sisters?","Elles ont le même corsage et la même jupe. Seraient-elles soeurs ?","corsages",,,,,,,,,,,"For more, see: ""blouse""",2285,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,,"names of people, places and things: geography","noun, proper noun: geography","VH","Corsica","ML00026.mp3","AR0316.mp3",,"Corse","The only available flight from Paris to the Canary Islands stopped in Corsica, Sweden, and Portugal.","Le seul vol Paris-les Iles Canaries faisait escale en Corse, en Suède et au Portugal.",,,,,,,,,,,,,2286,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,"irregular verb","irregular verb","verb","VH","cost","MF26187.mp3","EX26187.mp3","a","coûter","How much does it cost? If it costs less than $100, I'll buy it.","Combien ça coûte ? Si le prix est inférieur à 100 $, je l'achète.",,,,,,,"to cost","cost","cost","costing",,"For more, see: ""costly"" ""expenses""",2287,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,"irregular verb","irregular verb","verb","VH","cost","MF26188.mp3","EX26188.mp3","b","coûter","Your lack of preparation cost you the game.","Ton manque de préparation t'a coûté la victoire.",,,,,,,"to cost","cost","cost","costing",,"For more, see: ""costly"" ""expenses""",2288,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,"irregular verb","irregular verb","verb, past tense",,"cost","MF63353.mp3","AR0317.mp3",,,"""cost"" is the past tense of:  cost",,,,,,,,,,,,,,2289,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"finance","noun, finance","VH","cost","MF26039.mp3","EX26039.mp3","a","coût, prix","The cost of living doesn't necessarily match the standard of living. But then, salaries don't have much to do with education or intelligence either, do they?","Le coût de la vie ne correspond pas forcément au niveau de vie. Par conséquent, les salaires n'ont rien à voir avec le niveau d'éducation ou l'intelligence, n'est-il pas?","costs",,,,,,,,,,,"For more, see: ""costly"" ""expenses""",2290,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","M","costly","MF04201.mp3","EX04201.mp3",,"coûteux, de grande valeur, précieux","A costly item isn't necessarily a high-quality item.","Un article coûteux n'est pas forcément un article de bonne qualité.",,"cheap, inexpensive, low-priced","expensive, extravagant",,,,,,,,,"For more, see: ""cost"" ""expensive""",2291,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"costs","MF81239.mp3","AR0318.mp3",,,"""costs"" is the plural of:  cost",,,,,,,,,,,,,,2292,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"arts","noun, arts","H","costume","MF25048.mp3","EX25048.mp3",,"costume, déguisement","The costumes Chagall designed are on display in Nice.","Les costumes dessinés par Chagall sont exposés à Nice.","costumes",,,,,,,,,,,"For more, see: ""suit"" ""disguise""",2293,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"architecture","noun, architecture","M","cottage","MF25049.mp3","EX25049.mp3",,"petite maison de campagne, cottage","They spend all their weekends at their cottage.","Ils passent tous leurs week-ends dans leur maison de campagne.","cottages",,,,,,,,,,,,2294,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"nature","noun, nature","H","cotton","MF23336.mp3","EX23336.mp3",,"coton","Michael only wears synthetics because he's allergic to cotton.","Michael est allergique au coton, c'est pourquoi il ne porte que des vêtements synthétiques.","cottons",,,,,,,,,,,,2295,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"cotton","MF81241.mp3","AR0319.mp3",,"comparativeton","""cotton"" is the plural of:  cotton",,,,,,,,,,,,,,2296,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"home","noun, home","VH","couch","MF23211.mp3","EX23211.mp3",,"canapé, divan","He only left me a chair and my couch.","Elle m'a laissé une chaise et mon divan","couches",,,,,,,,,,,"For more, see: ""sofa""",2297,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","cough","MF26189.mp3","EX26189.mp3","a","tousser","You should take some cough syrup if you don't want to cough all night long.","Vous devriez prendre du sirop pour la toux si vous ne voulez pas tousser toute la nuit.",,,,,,,"to cough","coughed","coughed","coughing",,"For more, see: ""cough syrup""",2298,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,"health","noun, health","VH","cough","MF26189.mp3","AR0320.mp3",,"toux","""And your cough will disappear once you stop smoking...""","""Et votre toux s'arrêtera aussitôt que vous aurez arrêté de fumer...""","coughs",,,,,,,,,,,,2299,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","could","MF48124.mp3","EX1705d.mp3",,,"""Glad you could come.""","Content que vous soyez venu.",,,,,,,,,,,,,2300,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"modal conditional","modal conditional","VH","could","MF48124.mp3","EX48124.mp3",,"pouvoir (conditionnel)","You could make an effort!","Tu pourrais faire un effort !",,"couldn't",,,,,,,,,,"For more, see: ""can"" ""would"" ""couldn't""",2301,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","could","MF48124.mp3","EX17057c.mp3",,,"""Could be better. Could be worse.""","Ça pourrait être mieux. Ça pourrait être pire.",,,,,,,,,,,,,2302,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","could","MF48124.mp3","EX17057b.mp3",,,"""You could have knocked me over with a feather!""","Les bras m'en sont tombés.",,,,,,,,,,,,,2303,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","could","MF48124.mp3","EX17057a.mp3",,,"""Couldn't be better.""","Tout va pour le mieux.",,,,,,,,,,,,,2304,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"modal, conditional, negative","modal, conditional, negative","VH","couldn't","MF48128.mp3","EX48128.mp3",,"pouvoir (conditionnel)","Even if I wanted to, I couldn't do it.","Même si je le voulais, je ne pourrais pas le faire.",,"could",,,,,,,,,,"For more, see: ""could""",2305,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb, phrasal verb","VH","count on","MF20037.mp3","EX20037.mp3",,"compter sur","We can count on friends. That's what I count on doing anyway.","On peut compter sur les amis. C'est en tout cas ce que je compte faire.",,"distrust, mistrust","rely on, depend on, trust",,,,"to count on","counted on","counted on","counting on",,"For more, see: ""rely on"" ""bank"" ""calculate""",2306,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"verb, past tense",,"counted on","MF63355.mp3","AR0321.mp3",,,"""counted on"" is the past tense of:  count on",,,,,,,,,,,,,,2307,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","H","counter","MF50045.mp3","EX50045.mp3","b","comptoir, caisse","Where's the check-out counter?","Où est la caisse ?","counters",,,,,,,,,,,"For more, see: ""check-out""",2308,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","counter","MF26190.mp3","EX26190.mp3","a","contrecarrer, contrarier","Their plans have been countered by the UN intervention.","Leurs projets ont été contrecarrés par l'intervention de l'ONU.",,"support, advocate","oppose, contradict, negate",,,,"to counter","countered","countered","countering",,"For more, see: ""check-out""",2309,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","H","counterfeit","MF26191.mp3","EX26191.mp3","a","contrefaire, reproduire frauduleusement","He's counterfeiting money in his laboratory.","Il fabrique de la fausse monnaie dans son laboratoire.",,,"fake, bluff",,,,"to counterfeit","counterfeited","counterfeited","counterfeiting",,"For more, see: ""counter"" ""fake"" ""forgery"" ""pirate""",2310,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"law","adjective, law","L","counterfeit","MF04202.mp3","EX04202.mp3",,"faux, contrefait","Would you believe that I got a counterfeit bill from an ATM?","Peux-tu me croire si je te dis que j'ai retiré un faux billet au distributeur automatique ?",,"genuine","fake, false",,,,,,,,,"For more, see: ""fake"" ""forgery"" ""pirate""",2311,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"counters","MF81242.mp3","AR0322.mp3",,,"""counters"" is the plural of:  counter",,,,,,,,,,,,,,2312,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","M","countless","MF34081.mp3","EX34081.mp3",,"innombrable","I don't know how many countless times I've asked you to take out the garbage.","Je ne sais combien de millions de fois je t'ai déjà demandé de sortir la poubelle.",,"numerable","numerous, innumerable",,,,,,,,,"For more, see: ""many""",2313,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"countries","MF81243.mp3","AR0323.mp3",,,"""countries"" is the plural of:  country",,,,,,,,,,,,,,2314,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"politics","noun, politics","VH","country","MF23532.mp3","EX23532.mp3","b","campagne","I hate the city. Let's go to the country for the weekend.","Je déteste la ville. Allons à la campagne pour le week-end.","countries",,,,,,,,,,,"For more, see: ""countryside"" ""campaign""",2315,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"politics","noun, politics","VH","country","MF23531.mp3","EX23531.mp3","a","pays","People from different countries don't always speak the same language.","Les gens de pays différents ne parlent pas toujours la même langue.","countries",,,,,,,,,,,"For more, see: ""countryside"" ""campaign""",2316,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"geography","noun, geography","H","countryside","MF23247.mp3","EX23247.mp3",,"campagne","Shall we spend our holidays at the seaside or in the countryside this year?","Allons-nous passer nos vacances au bord de la mer ou à la campagne cette année ?",,,,,,,,,,,,"For more, see: ""country"" ""campaign""",2317,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","VH","couple","MF50046.mp3","EX50046.mp3","a","couple","They make a lovely couple, but they need a couple more years to get to know each other.","Ils forment un joli couple, mais il leur faut encore une année ou deux pour mieux se connaître.","couples",,,,,,,,,,,,2318,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"plural",,"couples","MF81244.mp3","AR0324.mp3",,"comparativeuplurales","""couples"" is the plural of:  couple",,,,,,,,,,,,,,2319,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"abstract or conceptual words","noun, abstract","H","courage","MF50047.mp3","EX50047.mp3","a","courage","This soldier's courage during battle was absolutely remarkable.","Le courage de ce soldat, pendant la bataille, a été absolument remarquable.",,"fear, cowardice","bravery",,,,,,,,,"For more, see: ""bold"" ""audacious"" ""courageous""",2320,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","M","courageous","MF04203.mp3","EX04203.mp3",,"courageux","Courageous people are becoming rarer and rarer nowadays.","Il y a de moins en moins de gens courageux de nos jours.",,"afraid, apprehensive, fearful, cowardly","daring, bold, brave, audacious, adventurous, gallant",,,,,,,,,"For more, see: ""brave"" ""bold"" ""encourage"" ""discourage"" ""encouraging"" ""fearless""",2321,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,"uncountable nouns","noun, uncountable","M","course","MF50048.mp3","AR0325.mp3","b","cours, courant","Somebody laughed in the course of the meeting.","Quelqu'un a ri au cours de la réunion.",,,,,,,,,,,,,2322,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"education","noun, education","M","course","MF50048.mp3","EX50048.mp3","a","cours","Are you taking an English course?","Prenez-vous des cours d'anglais ?","courses",,,,,,,,,,"Of course!: bien sûr !","For more, see: ""of course"" ""main course"" ""class"" ""tuition"" ""lesson""",2323,,,,
